罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2020-04-01,13,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2020-09-19,08,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,三崎,三浦海岸駅前,142107,神奈川県,三浦市,南下浦町上宮田,2020-01-27,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,萩園,2020-08-02,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,下寺尾,2020-05-22,16,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,堤,2020-09-22,07,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮９丁目,2020-06-23,21,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,代官町,142034,神奈川県,平塚市,夕陽ケ丘,2020-07-09,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,四之宮,142034,神奈川県,平塚市,田村２丁目,2020-09-11,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,金目,142034,神奈川県,平塚市,真田２丁目,不明,不明,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,平塚,根坂間,142034,神奈川県,平塚市,公所,2020-03-04,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,根坂間,142034,神奈川県,平塚市,徳延,2020-06-19,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,南原,142034,神奈川県,平塚市,南原２丁目,2020-03-03,19,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,豊田,142034,神奈川県,平塚市,北豊田,2020-06-01,10,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,土沢,142034,神奈川県,平塚市,土屋,2020-10-30,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,岡崎,142034,神奈川県,平塚市,岡崎,2020-12-26,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,金田,142034,神奈川県,平塚市,入野,2020-08-12,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小田原,下中,142069,神奈川県,小田原市,沼代,2020-03-19,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,松田,福沢,142174,神奈川県,南足柄市,怒田,2020-08-04,09,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,苅野,142174,神奈川県,南足柄市,矢倉沢,2020-04-11,12,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,相和,143626,神奈川県,大井町,篠窪,2020-09-17,12,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,井ノ口,143618,神奈川県,中井町,井ノ口,2019-08-04,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,秦野,名古木,142115,神奈川県,秦野市,寺山,2020-09-13,16,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,池端,2020-01-20,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,串橋,2020-04-14,18,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,厚木,工業団地,142123,神奈川県,厚木市,下川入,2019-12-27,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,妻田,142123,神奈川県,厚木市,及川,2019-12-31,01,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,厚木,妻田,142123,神奈川県,厚木市,及川,2020-06-16,21,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,厚木,酒井,142123,神奈川県,厚木市,戸田,2020-10-03,05,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,依知,142123,神奈川県,厚木市,金田,2020-02-20,23,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,依知,142123,神奈川県,厚木市,下依知１丁目,2020-07-17,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,依知,142123,神奈川県,厚木市,関口,2020-03-28,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2020-02-21,14,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2020-12-26,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,厚木,高峰,144011,神奈川県,愛川町,角田,2020-09-21,19,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,厚木,旭町,142123,神奈川県,厚木市,幸町,2020-05-30,19,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下本町１丁目,2020-11-16,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,清新５丁目,2020-08-01,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原南,東林間,141534,神奈川県,相模原市南区,上鶴間８丁目,2020-10-04,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台７丁目,2020-04-20,21,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2020-08-11,14,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台,2020-09-13,09,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘２丁目,2020-06-15,11,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘５丁目,2020-06-02,13,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,海老名,海西,142158,神奈川県,海老名市,,2020-01-04,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,海老名,有馬,142158,神奈川県,海老名市,門沢橋１丁目,2020-04-20,13,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,橋本６丁目,2020-01-29,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
