罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,都筑,中川駅前,141186,神奈川県,横浜市都筑区,牛久保２丁目,2018-05-24,18,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,都筑,中川駅前,141186,神奈川県,横浜市都筑区,北山田４丁目,2018-10-17,19,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,都筑,川和,141186,神奈川県,横浜市都筑区,佐江戸町,2018-09-22,05,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,仲町台４丁目,2018-02-13,00,４階建て以上共同住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,川崎,京町通,141313,神奈川県,川崎市川崎区,京町２丁目,2018-03-28,17,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,川崎,渡田,141313,神奈川県,川崎市川崎区,渡田向町,2018-10-12,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川崎,大師駅前,141313,神奈川県,川崎市川崎区,川中島１丁目,2018-05-10,18,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,川崎,中島町,141313,神奈川県,川崎市川崎区,伊勢町,2018-04-14,21,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,塩浜２丁目,2018-10-10,21,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,塩浜２丁目,2018-12-06,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,川崎臨港,浮島橋,141313,神奈川県,川崎市川崎区,殿町３丁目,2018-03-09,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,中原,木月,141330,神奈川県,川崎市中原区,木月祗園町,2018-03-01,09,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高津,溝口駅前,141348,神奈川県,川崎市高津区,下作延１丁目,2018-02-06,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,高津,久末,141348,神奈川県,川崎市高津区,久末,2018-02-17,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,高津,末長,141348,神奈川県,川崎市高津区,末長４丁目,2018-10-06,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高津,津田山駅前,141348,神奈川県,川崎市高津区,上作延,2018-02-18,19,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,登戸駅前,141356,神奈川県,川崎市多摩区,宿河原１丁目,2018-03-02,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,登戸駅前,141356,神奈川県,川崎市多摩区,登戸,2018-01-13,12,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-01-16,00,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-02-24,00,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-04-17,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-04-18,10,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩,宿河原,141356,神奈川県,川崎市多摩区,長尾１丁目,2017-12-27,17,その他,キーなし,あり,なし
窃盗,自動車盗,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,菅４丁目,2018-02-27,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,幸,古市場,141321,神奈川県,川崎市幸区,古市場２丁目,2018-06-23,12,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,梶ケ谷,2018-05-23,00,一戸建住宅,キーなし,あり,貨物自動車
窃盗,自動車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,有馬１丁目,2018-05-07,02,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生２丁目,2018-06-27,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋６丁目,2018-02-02,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2018-04-27,18,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬５丁目,2018-03-13,12,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,上町１丁目,2018-04-07,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,横須賀,安浦町,142018,神奈川県,横須賀市,平成町２丁目,2018-05-13,15,４階建て以上共同住宅,キーなし,なし,なし
窃盗,自動車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,上町４丁目,2018-06-07,00,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,横須賀,小矢部,142018,神奈川県,横須賀市,小矢部４丁目,2018-01-31,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,浦賀,浦賀港,142018,神奈川県,横須賀市,久里浜台２丁目,2018-06-06,22,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,浦賀,佐原,142018,神奈川県,横須賀市,岩戸２丁目,2018-04-01,00,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,浦賀,佐原,142018,神奈川県,横須賀市,岩戸３丁目,2018-03-22,17,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,浦賀,長沢,142018,神奈川県,横須賀市,長沢１丁目,2018-01-07,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,善行,142051,神奈川県,藤沢市,善行団地,2018-03-11,06,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,善行,142051,神奈川県,藤沢市,善行坂１丁目,2018-04-04,22,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢北,善行,142051,神奈川県,藤沢市,善行坂１丁目,2018-05-29,20,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,円行２丁目,2018-03-21,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,なし
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,用田,2018-06-09,15,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,用田,2018-06-11,03,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,用田,2018-09-15,17,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2018-08-19,19,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,西俣野,2018-10-19,01,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,遠藤,2018-04-21,12,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,遠藤,2018-08-01,01,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,石川３丁目,2018-07-06,13,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,石川３丁目,2018-07-31,22,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,石川４丁目,2018-03-02,06,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,石川４丁目,2018-07-31,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-08-25,12,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,湘南台６丁目,2018-07-24,14,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,三崎,三崎口駅前,142107,神奈川県,三浦市,初声町下宮田,2018-02-12,16,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,三崎,三崎口駅前,142107,神奈川県,三浦市,三崎町小網代,2018-09-26,16,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,葉山,長柄,143014,神奈川県,葉山町,長柄,2018-01-27,18,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,逗子,小坪,142085,神奈川県,逗子市,小坪５丁目,2018-01-24,06,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌倉,稲村ガ崎,142042,神奈川県,鎌倉市,極楽寺３丁目,2018-12-16,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,本鵠沼,142051,神奈川県,藤沢市,本鵠沼１丁目,2018-03-24,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,藤沢駅北口,142051,神奈川県,藤沢市,鵠沼,2018-05-24,19,その他,キーなし,なし,なし
窃盗,自動車盗,藤沢,本町白旗,142051,神奈川県,藤沢市,本町１丁目,2018-07-23,17,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,藤沢,羽鳥,142051,神奈川県,藤沢市,辻堂神台１丁目,2018-05-28,17,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,羽鳥,142051,神奈川県,藤沢市,辻堂新町１丁目,2018-03-10,19,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,辻堂駅前,142051,神奈川県,藤沢市,辻堂２丁目,2018-03-19,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,辻堂駅前,142051,神奈川県,藤沢市,辻堂２丁目,2018-05-06,20,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢,浜見山,142051,神奈川県,藤沢市,辻堂東海岸３丁目,2018-07-15,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,遊行寺坂上,142051,神奈川県,藤沢市,柄沢,2018-11-15,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,茅ケ崎駅前,142077,神奈川県,茅ヶ崎市,矢畑,2018-09-02,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,茅ケ崎駅前,142077,神奈川県,茅ヶ崎市,矢畑,2018-09-03,11,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,中島,2018-03-07,18,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,中島,2018-10-31,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,浜見平,142077,神奈川県,茅ヶ崎市,柳島２丁目,2018-01-17,09,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,甘沼,2018-10-30,22,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,香川６丁目,2018-06-14,19,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,高田２丁目,2018-11-30,21,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,鶴が台,2018-11-11,17,４階建て以上共同住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,浜竹,142077,神奈川県,茅ヶ崎市,浜竹３丁目,2018-02-12,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,岡田,143219,神奈川県,寒川町,岡田７丁目,2018-10-03,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,岡田,143219,神奈川県,寒川町,小動,2018-06-30,18,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,岡田,143219,神奈川県,寒川町,小動,2018-11-17,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2018-01-09,06,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2018-05-08,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2018-07-03,12,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2018-08-15,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,行谷,2018-07-27,15,その他,キーなし,なし,なし
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮２丁目,2018-11-05,22,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮３丁目,2018-01-18,15,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮３丁目,2018-09-30,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮４丁目,2018-01-18,15,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮５丁目,2018-04-25,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮５丁目,2018-06-01,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮５丁目,2018-10-04,19,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮９丁目,2018-08-13,22,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮９丁目,2018-10-27,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮９丁目,2018-11-15,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,特殊自動車
窃盗,自動車盗,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,大曲３丁目,2018-11-28,19,一戸建住宅,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,須賀,142034,神奈川県,平塚市,高浜台,2018-03-19,18,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,西仲町,142034,神奈川県,平塚市,中里,2018-07-30,20,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,西仲町,142034,神奈川県,平塚市,平塚１丁目,2018-04-11,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,追分,142034,神奈川県,平塚市,豊原町,2018-03-28,12,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,八幡,142034,神奈川県,平塚市,西八幡１丁目,2018-08-15,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,八幡,142034,神奈川県,平塚市,東八幡１丁目,2018-10-03,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,四之宮,142034,神奈川県,平塚市,四之宮３丁目,2018-03-01,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,四之宮,142034,神奈川県,平塚市,四之宮３丁目,2018-05-20,14,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,四之宮,142034,神奈川県,平塚市,四之宮７丁目,2018-08-15,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,中原,142034,神奈川県,平塚市,中原１丁目,2018-09-06,14,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,旭,142034,神奈川県,平塚市,出縄,2018-07-14,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,旭,142034,神奈川県,平塚市,河内,2018-07-20,23,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,根坂間,142034,神奈川県,平塚市,根坂間,2018-09-23,11,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,豊田,142034,神奈川県,平塚市,豊田本郷,2018-05-20,21,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,豊田,142034,神奈川県,平塚市,東豊田,2018-08-09,16,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,豊田,142034,神奈川県,平塚市,東豊田,2018-09-29,01,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,平塚,土沢,142034,神奈川県,平塚市,上吉沢,2018-07-11,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,土沢,142034,神奈川県,平塚市,土屋,2018-05-23,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,土沢,142034,神奈川県,平塚市,土屋,2018-10-04,21,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,平塚,岡崎,142034,神奈川県,平塚市,岡崎,2018-04-25,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,城島,142034,神奈川県,平塚市,大島,2016-11-21,10,一戸建住宅,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,城島,142034,神奈川県,平塚市,大島,2018-02-23,19,その他,キーなし,なし,なし
窃盗,自動車盗,平塚,城島,142034,神奈川県,平塚市,下島,2018-09-30,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,大神,2018-06-18,16,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,田村４丁目,2017-12-27,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,田村４丁目,2018-01-18,19,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,田村９丁目,2018-04-27,20,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,金田,142034,神奈川県,平塚市,入野,2018-02-18,21,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,横内,142034,神奈川県,平塚市,横内,2018-07-11,17,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,平塚,真土,142034,神奈川県,平塚市,西真土１丁目,2018-09-19,19,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,平塚,真土,142034,神奈川県,平塚市,西真土４丁目,2018-12-26,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,真土,142034,神奈川県,平塚市,東真土１丁目,2018-12-05,19,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,真土,142034,神奈川県,平塚市,東真土２丁目,2018-03-22,21,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,真土,142034,神奈川県,平塚市,東真土４丁目,2018-09-03,10,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,大磯,大磯駅前,143413,神奈川県,大磯町,国府本郷,2018-04-04,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,大磯,二宮駅前,143421,神奈川県,二宮町,二宮,2018-04-19,06,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,大磯,二宮駅前,143421,神奈川県,二宮町,二宮,2018-06-28,22,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,大磯,生沢,143413,神奈川県,大磯町,虫窪,2018-04-18,16,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,小田原,足柄,142069,神奈川県,小田原市,扇町５丁目,2018-11-10,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小田原,荻窪,142069,神奈川県,小田原市,久野,2018-05-02,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小田原,久野,142069,神奈川県,小田原市,久野,2018-12-16,18,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,小田原,前羽,142069,神奈川県,小田原市,羽根尾,2018-10-11,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小田原,前羽,142069,神奈川県,小田原市,前川,2018-02-24,16,一戸建住宅,キーなし,なし,貨物自動車
窃盗,自動車盗,小田原,下中,142069,神奈川県,小田原市,上町,2018-10-08,08,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,小田原,鴨宮川東,142069,神奈川県,小田原市,下堀,2018-02-17,16,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,小田原,鴨宮川東,142069,神奈川県,小田原市,成田,2018-03-14,11,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,松田,新松田駅前,143634,神奈川県,松田町,松田惣領,不明,不明,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,松田,金田,143626,神奈川県,大井町,金子,2018-05-09,17,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,松田,苅野,142174,神奈川県,南足柄市,弘西寺,2018-07-15,17,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,延沢,143669,神奈川県,開成町,中之名,2018-07-11,23,一戸建住宅,キーなし,なし,貨物自動車
窃盗,自動車盗,松田,井ノ口,143618,神奈川県,中井町,井ノ口,2018-11-14,18,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,松田,井ノ口,143618,神奈川県,中井町,井ノ口,2018-12-26,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松田,中村,143618,神奈川県,中井町,遠藤,2018-06-05,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,鶴巻,142115,神奈川県,秦野市,鶴巻南４丁目,2018-03-16,14,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,秦野,名古木,142115,神奈川県,秦野市,曽屋,2018-09-26,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,東田原,142115,神奈川県,秦野市,西田原,2018-07-21,10,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,東田原,142115,神奈川県,秦野市,東田原,2018-07-26,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,東田原,142115,神奈川県,秦野市,丹沢寺山,2018-08-25,16,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,秦野,菩提,142115,神奈川県,秦野市,菩提,2018-05-01,16,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,秦野,堀西,142115,神奈川県,秦野市,堀山下,2018-08-31,20,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-02-07,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-07-09,19,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-11-01,22,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,池端,2018-08-13,11,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原４丁目,2018-09-21,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,板戸,2018-02-14,14,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,桜台１丁目,2018-03-08,21,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,沼目３丁目,2018-01-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,沼目７丁目,2018-03-13,20,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-05-14,14,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-12-06,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,下落合,2018-08-08,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,下糟屋,2018-01-07,02,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,東成瀬,2018-08-07,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,東成瀬,2018-08-26,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,板戸,2018-09-03,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,上粕屋,2018-09-02,10,駐車（輪）場,キーなし,なし,その他
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,神戸,2018-10-08,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,大住台１丁目,2018-10-26,18,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,八幡台,142140,神奈川県,伊勢原市,桜台３丁目,2018-10-23,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,八幡台,142140,神奈川県,伊勢原市,沼目５丁目,2018-08-02,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2018-08-26,02,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2018-09-11,17,その他,キーなし,なし,貨物自動車
