罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,金沢,洲崎,141089,神奈川県,横浜市金沢区,福浦３丁目,2018-10-24,10,道路上,40歳代,その他,施錠した
窃盗,自転車盗,金沢,洲崎,141089,神奈川県,横浜市金沢区,町屋町,2018-10-17,22,４階建て以上共同住宅,10歳代,その他,施錠した
窃盗,自転車盗,金沢,洲崎,141089,神奈川県,横浜市金沢区,町屋町,2018-11-09,19,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,金沢,洲崎,141089,神奈川県,横浜市金沢区,海の公園,2018-07-21,15,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2017-12-21,06,その他,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-01-09,12,道路上,20歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-01-19,20,道路上,30歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-04-10,08,その他,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-04-16,10,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-06-02,16,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-07-30,17,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,瀬戸,2018-09-07,17,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,泥亀１丁目,2018-02-20,07,その他,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦１丁目,2017-09-27,16,道路上,40歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦１丁目,2017-12-25,18,その他,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦１丁目,2018-03-14,16,４階建て以上共同住宅,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦１丁目,2018-10-10,18,４階建て以上共同住宅,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦２丁目,2018-02-28,18,４階建て以上共同住宅,10歳代,小学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦２丁目,2018-06-05,21,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦３丁目,2018-05-11,17,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,柳町,2018-05-25,17,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦東１丁目,2018-03-29,15,その他,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦東１丁目,2018-07-06,16,その他,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦東１丁目,2018-11-03,17,その他,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦川,141089,神奈川県,横浜市金沢区,六浦東２丁目,2018-07-02,22,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,六浦川,141089,神奈川県,横浜市金沢区,六浦南２丁目,2017-11-28,09,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,金沢,六浦川,141089,神奈川県,横浜市金沢区,六浦南２丁目,2018-07-18,09,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,能見台駅前,141089,神奈川県,横浜市金沢区,能見台東,2018-02-27,19,その他,10歳代,中学生,施錠した
窃盗,自転車盗,金沢,能見台駅前,141089,神奈川県,横浜市金沢区,能見台東,2018-05-26,07,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,金沢,能見台駅前,141089,神奈川県,横浜市金沢区,能見台東,2018-08-20,18,その他,10歳代,中学生,施錠した
窃盗,自転車盗,金沢,大道,141089,神奈川県,横浜市金沢区,大道２丁目,2018-01-13,00,一戸建住宅,40歳代,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,鳥浜町,2018-09-14,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2018-03-16,16,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2018-07-25,08,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2018-08-31,13,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2018-11-18,16,その他の住宅（３階建て以下共同住宅等）,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,富岡東２丁目,2018-04-28,17,その他,40歳代,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,富岡東２丁目,2018-06-02,15,４階建て以上共同住宅,60-64歳,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,富岡東２丁目,2018-06-11,10,４階建て以上共同住宅,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,並木,141089,神奈川県,横浜市金沢区,富岡東２丁目,2018-10-10,11,４階建て以上共同住宅,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,幸浦２丁目,2018-02-04,14,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木２丁目,2018-02-27,22,その他の住宅（３階建て以下共同住宅等）,60-64歳,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木２丁目,2018-03-26,14,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木２丁目,2018-04-15,15,４階建て以上共同住宅,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木２丁目,2018-11-20,11,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木３丁目,2018-01-04,16,４階建て以上共同住宅,10歳代,その他,施錠した
窃盗,自転車盗,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木３丁目,2018-03-05,09,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷東２丁目,2018-07-26,13,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷東４丁目,2018-01-02,16,その他の住宅（３階建て以下共同住宅等）,10歳代,中学生,施錠した
窃盗,自転車盗,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷東５丁目,2018-12-13,18,その他,10歳代,小学生,施錠した
窃盗,自転車盗,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,2017-09-15,16,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,2018-06-03,11,その他,20歳代,その他,施錠した
窃盗,自転車盗,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,2018-08-20,10,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,2018-12-02,06,４階建て以上共同住宅,70歳以上,その他,施錠した
窃盗,自転車盗,金沢,能見台,141089,神奈川県,横浜市金沢区,釜利谷西１丁目,2018-08-16,09,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,曙町２丁目,2018-08-22,23,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,伊勢佐木町１丁目,2016-09-25,20,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,伊勢佐木町３丁目,2018-10-15,08,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,伊勢佐木町４丁目,2018-11-14,23,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,伊勢佐木町５丁目,2018-01-28,21,道路上,65-69歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,末吉町２丁目,2018-06-29,18,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町６丁目,2018-10-06,21,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町７丁目,2018-04-21,14,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町８丁目,2018-07-22,08,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,伊勢佐木町６丁目,2018-03-21,19,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,伊勢佐木町６丁目,2018-09-06,21,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,伊勢佐木町６丁目,2018-10-08,22,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,末吉町３丁目,2018-03-20,20,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,末吉町３丁目,2018-08-20,17,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,長者町５丁目,2018-03-26,05,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,長者町５丁目,2018-09-18,08,道路上,65-69歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,翁町１丁目,2018-10-11,20,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,千歳町,2018-06-04,17,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,長者町２丁目,2018-08-19,22,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,長者町２丁目,2018-11-27,09,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,長者町３丁目,2018-08-12,11,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,山田町,2018-02-26,19,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,山田町,2018-12-15,21,その他,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,長者町,141046,神奈川県,横浜市中区,山吹町,2018-10-15,07,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町１丁目,2018-01-08,14,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町２丁目,2018-04-27,08,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町２丁目,2018-08-20,19,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町２丁目,2018-08-22,17,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町５丁目,2018-03-12,20,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,伊勢佐木町３丁目,2018-10-19,16,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,扇町４丁目,2018-03-10,17,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,扇町４丁目,2018-07-10,18,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町１丁目,2018-05-11,17,その他,60-64歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町２丁目,2018-12-07,21,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町３丁目,2018-05-16,21,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町３丁目,2018-05-18,20,その他,65-69歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町２丁目,2018-09-01,15,その他,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町２丁目,2018-12-25,08,その他,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町３丁目,2018-02-13,17,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,松影町３丁目,2018-02-13,22,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,吉浜町,2016-06-01,00,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,吉浜町,2018-10-20,17,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,伊勢佐木町１丁目,2018-07-19,21,道路上,60-64歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,伊勢佐木町２丁目,2018-07-30,02,道路上,20歳代,大学生,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,扇町１丁目,2018-09-06,17,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,末広町２丁目,2018-01-16,19,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,長者町６丁目,2018-01-10,17,道路上,60-64歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,長者町８丁目,2018-03-08,20,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,長者町８丁目,2018-05-16,19,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町１丁目,2018-10-29,16,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町２丁目,2018-05-02,12,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町２丁目,2018-07-13,18,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町２丁目,2018-11-01,00,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町３丁目,2018-10-27,19,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,花咲町２丁目,2018-07-22,20,一戸建住宅,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町仲通,2018-10-06,04,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町西通,2018-07-14,19,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町１丁目,2018-05-05,10,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町２丁目,2018-09-13,10,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町３丁目,2018-01-21,15,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,吉田町,2018-12-10,00,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,2018-01-27,19,その他,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,花咲町２丁目,2018-02-26,21,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町１丁目,2018-07-29,22,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町１丁目,2018-08-19,21,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町１丁目,2018-12-14,19,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町２丁目,2018-07-07,21,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町２丁目,2018-09-29,19,道路上,40歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町２丁目,2018-11-18,00,道路上,30歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町２丁目,2018-11-26,17,道路上,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町３丁目,2018-11-01,08,道路上,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町３丁目,2018-11-03,19,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,都橋,141046,神奈川県,横浜市中区,野毛町３丁目,2018-12-08,16,道路上,60-64歳,その他,施錠した
窃盗,自転車盗,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,黄金町２丁目,2018-07-04,09,その他,10歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,黄金町２丁目,2018-11-16,07,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町２丁目,2018-08-23,17,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,岡野１丁目,2018-01-17,19,その他,30歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,岡野２丁目,2018-06-02,21,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2018-01-17,07,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2018-03-02,11,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2018-09-23,17,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,高島２丁目,2018-05-20,09,道路上,40歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸１丁目,2017-07-22,14,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸１丁目,2018-02-04,02,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,不明,不明,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2017-11-01,07,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-02-14,11,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-03-24,15,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-04-08,12,道路上,20歳代,大学生,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-08-27,12,その他,30歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-09-05,13,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-09-20,13,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-11-17,16,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-12-14,08,その他,30歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2017-12-28,08,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2017-12-30,18,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2018-06-30,14,道路上,30歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2018-07-16,09,道路上,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2018-07-19,05,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2018-08-05,12,道路上,50歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2018-12-15,12,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,高島２丁目,2018-04-06,16,道路上,30歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,高島２丁目,2018-09-14,12,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,戸部町７丁目,2018-02-01,17,その他,60-64歳,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2018-01-28,06,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2018-02-14,12,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2018-10-27,23,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,花咲町４丁目,2018-02-27,19,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,花咲町６丁目,2018-06-24,13,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2018-06-24,16,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2018-10-15,03,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2018-11-25,13,道路上,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼２丁目,2018-03-23,22,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼２丁目,2018-07-02,06,その他,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼２丁目,2018-08-19,00,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,みなとみらい４丁目,2018-08-04,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,北軽井沢,2018-11-13,09,一戸建住宅,10歳代,小学生,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2018-03-16,06,一戸建住宅,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2018-07-01,10,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2018-07-22,08,その他,50歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2018-08-03,17,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間台,2018-08-10,03,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町２丁目,2018-01-31,20,道路上,65-69歳,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町２丁目,2018-04-03,21,一戸建住宅,70歳以上,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町２丁目,2018-07-18,22,４階建て以上共同住宅,10歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2018-07-23,13,道路上,70歳以上,その他,施錠した
