罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉２丁目,2019-05-11,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-02-01,12,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-02-01,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-05-11,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-07-29,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2019-02-01,22,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-05-28,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-12-19,20,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-03-11,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-06-12,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,沢渡,2019-09-07,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,台町,2019-09-29,20,,施錠せず,あり
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,旭ケ丘,2019-03-15,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,旭ケ丘,2019-07-26,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2019-03-06,20,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2019-03-18,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,松本町１丁目,2019-05-27,21,,施錠せず,なし
窃盗,車上ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,星野町,2019-10-21,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-03-17,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-03-30,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-04-09,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-08-16,11,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-04,00,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-15,14,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-30,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,三枚町,2019-04-16,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,三枚町,2019-06-30,01,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-03-16,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-04-10,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-04-21,22,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-06-27,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-06-29,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-08-17,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-09-14,22,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2019-11-03,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南２丁目,2019-08-06,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南２丁目,2019-12-24,17,,施錠せず,なし
窃盗,車上ねらい,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2018-01-04,18,,施錠せず,なし
窃盗,車上ねらい,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2019-01-06,18,,施錠せず,なし
窃盗,車上ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,寛政町,2018-12-28,08,,施錠せず,なし
窃盗,車上ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,下野谷町４丁目,2019-03-27,07,,施錠せず,なし
窃盗,車上ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,本町通４丁目,2019-03-27,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町２丁目,2019-03-07,21,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮１丁目,2019-05-17,20,,施錠せず,なし
窃盗,車上ねらい,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮２丁目,2019-03-22,09,,施錠せず,なし
窃盗,車上ねらい,鶴見,矢向,141011,神奈川県,横浜市鶴見区,矢向４丁目,2019-09-29,19,,施錠せず,あり
窃盗,車上ねらい,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山２丁目,2019-03-30,18,,施錠せず,なし
窃盗,車上ねらい,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾１丁目,2019-09-01,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾３丁目,2019-08-24,11,,施錠せず,なし
窃盗,車上ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾北台,2019-06-10,05,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾中台,2019-07-06,18,,施錠せず,なし
窃盗,車上ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡１丁目,2019-06-18,19,,施錠せず,なし
窃盗,車上ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡２丁目,2019-02-18,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡２丁目,2019-02-18,21,その他,施錠せず,なし
窃盗,車上ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡３丁目,2019-04-21,12,,施錠せず,なし
窃盗,車上ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡４丁目,2019-01-09,18,,施錠せず,なし
窃盗,車上ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾２丁目,2019-08-24,19,,施錠せず,なし
窃盗,車上ねらい,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,上の宮２丁目,2019-12-04,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,霞台,2019-11-28,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,川辺町,2019-04-28,21,,施錠せず,あり
窃盗,車上ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,天王町２丁目,2019-07-12,03,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町１丁目,2019-01-22,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町２丁目,2019-01-12,17,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,宮田町１丁目,2019-06-15,15,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,釜台町,2019-06-25,16,,施錠せず,あり
窃盗,車上ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,釜台町,2019-07-22,15,,施錠せず,あり
窃盗,車上ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町３丁目,2019-01-08,14,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町３丁目,2019-05-18,03,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川１丁目,2019-02-03,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川１丁目,2019-03-01,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川３丁目,2019-02-02,19,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川３丁目,2019-03-02,15,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,川島町,2019-03-19,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2019-10-07,11,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-03-19,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-03-20,19,その他,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-11-02,14,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向西,2019-08-27,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-10-27,00,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷町,2019-08-25,21,,施錠せず,あり
窃盗,車上ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,東川島町,2019-11-28,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,鎌谷町,2019-01-05,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,鎌谷町,2019-03-20,15,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2019-10-13,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2019-04-26,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2019-06-02,03,その他,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2019-08-28,00,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2019-11-30,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂２丁目,2019-02-13,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,境木本町,2019-01-22,19,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉１丁目,2019-03-04,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2019-04-26,20,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2019-08-31,22,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2019-09-12,06,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2019-11-10,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-03-20,21,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-08-29,19,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-10-24,17,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2019-10-24,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2019-04-01,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2019-04-02,19,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-01-11,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-01-11,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-01-22,17,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-02-27,18,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-01-06,09,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-01-11,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-01-11,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-01-14,17,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-03-02,10,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-05-01,14,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-05-23,20,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2019-06-05,06,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2019-01-29,02,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2019-02-22,16,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2019-02-22,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2019-01-14,19,,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2019-03-20,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2019-12-21,21,,施錠せず,なし
窃盗,車上ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,大久保２丁目,2019-03-09,17,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡東１丁目,2019-03-29,18,,施錠せず,なし
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡西２丁目,2019-10-26,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,港南３丁目,2019-11-17,17,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,港南,関の下,141119,神奈川県,横浜市港南区,港南４丁目,2019-09-05,18,,施錠せず,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下２丁目,2019-07-03,22,,施錠せず,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下３丁目,2019-02-23,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下５丁目,2019-12-05,02,,施錠せず,なし
窃盗,車上ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下６丁目,2019-05-28,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野４丁目,2019-12-04,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野５丁目,2019-06-14,18,,施錠せず,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野８丁目,2019-07-27,03,その他,施錠せず,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央１丁目,2019-09-13,22,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2019-04-03,17,,施錠せず,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷２丁目,2018-12-28,14,その他,施錠せず,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷２丁目,2019-07-31,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷２丁目,2019-11-11,20,,施錠せず,なし
窃盗,車上ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷３丁目,2019-07-24,21,,施錠せず,なし
窃盗,車上ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷３丁目,2019-12-20,20,,施錠せず,なし
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2019-02-10,17,,施錠せず,なし
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2019-08-02,16,,施錠せず,なし
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2019-08-19,20,,施錠せず,なし
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2019-09-12,19,,施錠せず,なし
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,日野５丁目,2019-05-28,18,,施錠せず,あり
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2018-12-27,15,,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2019-04-30,15,その他,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2019-11-21,16,,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台４丁目,2019-11-24,23,その他,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南３丁目,2019-07-08,18,,施錠せず,なし
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台２丁目,2019-06-12,10,,施錠せず,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2019-06-14,18,,施錠せず,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田１丁目,2019-01-10,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田３丁目,2019-08-04,16,,施錠せず,あり
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台１丁目,2019-06-09,23,,施錠せず,なし
窃盗,車上ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2019-08-31,16,,施錠せず,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山２丁目,2019-01-12,00,,施錠せず,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷１丁目,2019-01-14,23,,施錠せず,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷６丁目,2019-07-20,17,,施錠せず,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山２丁目,2019-04-18,22,,施錠せず,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘１丁目,2019-08-29,20,,施錠せず,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘３丁目,2019-03-21,22,,施錠せず,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘５丁目,2019-11-19,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘６丁目,2019-01-18,22,,施錠せず,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘６丁目,2019-07-20,01,,施錠せず,なし
窃盗,車上ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,長津田町,2019-01-08,17,その他,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,,2019-06-02,11,,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,青砥町,2019-08-21,20,,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,北八朔町,2019-08-22,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,2019-03-11,14,,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2019-01-20,13,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,鴨居５丁目,2019-05-13,23,,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,上山２丁目,2019-05-11,00,,施錠せず,なし
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,西八朔町,2019-05-14,19,,施錠せず,なし
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,大豆戸町,2019-09-01,19,,施錠せず,なし
窃盗,車上ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山６丁目,2019-08-06,19,,施錠せず,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町１丁目,2019-05-23,21,,施錠せず,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町３丁目,2019-03-23,21,,施錠せず,なし
窃盗,車上ねらい,港北,日吉本町,141097,神奈川県,横浜市港北区,綱島西５丁目,2019-07-13,18,,施錠せず,なし
窃盗,車上ねらい,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町２丁目,2019-04-22,21,,施錠せず,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2019-05-17,21,その他,施錠せず,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田東３丁目,2019-04-06,19,,施錠せず,なし
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,2019-07-03,16,,施錠せず,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,岸根町,2019-10-19,20,,施錠せず,なし
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,篠原町,2019-04-03,09,,施錠せず,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田西２丁目,2019-03-06,18,,施錠せず,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田西２丁目,2019-03-06,20,,施錠せず,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2019-02-18,18,,施錠せず,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2019-03-01,18,,施錠せず,なし
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2019-04-03,10,,施錠せず,あり
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷町,2019-01-29,21,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷５丁目,2019-03-08,19,,施錠せず,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷６丁目,2019-03-10,00,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,中央,2019-05-24,21,,施錠せず,なし
窃盗,車上ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,下瀬谷２丁目,2019-01-29,21,,施錠せず,なし
窃盗,車上ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸１丁目,2019-02-01,20,,施錠せず,なし
窃盗,車上ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢１丁目,2019-07-23,19,,施錠せず,なし
窃盗,車上ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢３丁目,2019-03-10,10,駐車（輪）場,施錠せず,あり
