罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2020-08-22,17,その他,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2020-10-25,14,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,2020-05-22,17,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,八幡町,141054,神奈川県,横浜市南区,中村町１丁目,2020-11-09,03,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,八幡町,141054,神奈川県,横浜市南区,中村町３丁目,2020-05-08,16,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,吉野町,141054,神奈川県,横浜市南区,南吉田町３丁目,2020-05-01,16,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町４丁目,2020-05-17,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,南太田,141054,神奈川県,横浜市南区,南太田３丁目,2020-04-17,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,永田,141054,神奈川県,横浜市南区,永田北１丁目,2020-09-12,00,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,永田,141054,神奈川県,横浜市南区,永田東２丁目,2020-08-01,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,永田山王台,2020-07-09,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,永田山王台,2020-10-27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,永田山王台,2020-11-02,23,その他,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,六ツ川２丁目,2020-07-25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,別所町,141054,神奈川県,横浜市南区,別所２丁目,2020-07-24,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,永田みなみ台,2020-03-25,22,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,永田みなみ台,2020-03-28,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,永田みなみ台,2020-11-26,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,2020-02-15,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,通町,141054,神奈川県,横浜市南区,弘明寺町,2020-10-16,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南,通町,141054,神奈川県,横浜市南区,宿町１丁目,2020-09-12,19,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,通町,141054,神奈川県,横浜市南区,宿町３丁目,2020-05-20,17,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2020-08-07,16,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,草柳２丁目,2020-09-12,23,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020-10-27,23,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央７丁目,2020-08-16,13,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見台３丁目,2020-01-09,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,柳橋１丁目,2020-10-05,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見東１丁目,2020-09-18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2020-03-28,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2020-05-15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳３丁目,2020-03-17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,桜森２丁目,2020-10-28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020-01-08,15,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2020-06-22,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2020-10-07,18,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2020-03-21,11,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,深見西４丁目,2020-03-09,12,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,南林間駅前,142131,神奈川県,大和市,南林間１丁目,2020-08-24,15,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,南林間駅前,142131,神奈川県,大和市,林間１丁目,2020-09-02,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,つきみ野駅前,142131,神奈川県,大和市,つきみ野２丁目,2020-09-12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,中央林間,142131,神奈川県,大和市,中央林間１丁目,2020-06-10,07,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,中央林間,142131,神奈川県,大和市,中央林間４丁目,2020-02-01,07,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,中央林間,142131,神奈川県,大和市,中央林間４丁目,2020-03-03,08,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,中央林間,142131,神奈川県,大和市,中央林間４丁目,2020-12-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,中央林間,142131,神奈川県,大和市,中央林間５丁目,2018-12-10,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2020-01-28,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2020-03-23,18,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,福田,2020-10-26,16,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,福田２丁目,2020-12-15,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,福田３丁目,2020-02-18,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,福田８丁目,2019-12-28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋３丁目,2019-10-01,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋３丁目,2020-07-15,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,上和田,2017-12-09,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,上和田,2020-02-10,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2017-12-01,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-01-03,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-02-08,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-02-10,06,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-03-15,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-04-30,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-06-09,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-08-16,21,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-10-17,19,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,下和田,2020-11-19,10,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2020-03-18,21,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2020-08-28,17,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2020-09-09,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,上土棚,142182,神奈川県,綾瀬市,上土棚中１丁目,2020-06-21,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,上土棚,142182,神奈川県,綾瀬市,上土棚中４丁目,2020-07-22,07,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾北１丁目,2019-09-15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾北３丁目,2020-09-12,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中３丁目,2020-06-06,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台１丁目,2020-08-10,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台２丁目,2020-01-20,06,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台３丁目,2020-11-25,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾本町１丁目,2020-03-26,19,駐車（輪）場,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾本町２丁目,2020-05-13,17,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,深谷,142182,神奈川県,綾瀬市,深谷上３丁目,2020-05-10,16,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,深谷,142182,神奈川県,綾瀬市,深谷上６丁目,2020-06-15,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田北１丁目,2020-05-19,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田西２丁目,2020-04-13,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田西２丁目,2020-04-20,23,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田西２丁目,2020-11-06,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田南５丁目,2020-04-08,18,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田南５丁目,2020-04-24,10,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北４丁目,2020-02-26,22,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2020-04-12,11,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,新橋町,2020-03-21,22,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,緑園５丁目,2020-10-31,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-03-08,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-04-29,19,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-06-27,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-07-17,18,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-08-14,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-08-16,12,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-08-27,22,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,和泉町,2020-02-08,12,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,和泉町,2020-02-09,23,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2018-06-01,00,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2019-09-03,10,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2019-12-05,20,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-01-02,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-02-05,16,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-02-17,09,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-04-24,18,駐車（輪）場,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-04-24,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-07-16,17,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-07-17,01,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-09-24,17,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-08-02,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-09-10,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-10-07,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-10-20,18,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,新橋町,2020-06-12,06,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,領家３丁目,2020-01-06,22,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019-09-24,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-04-30,08,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-05-08,11,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-05-16,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-05-27,20,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,踊場,141101,神奈川県,横浜市戸塚区,戸塚町,2020-05-26,23,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢６丁目,2020-12-26,18,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,影取町,2020-06-14,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,影取町,2020-12-04,19,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,深谷町,2020-04-28,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2020-06-12,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2020-01-23,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2020-06-10,16,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2020-07-29,22,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2020-09-21,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸１丁目,2020-07-28,20,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2020-03-13,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2020-08-28,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2020-07-20,08,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2020-12-17,18,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2020-05-14,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,深谷,141101,神奈川県,横浜市戸塚区,俣野町,2020-05-30,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2020-08-22,21,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2020-04-24,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,2020-05-04,16,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,2020-12-01,10,４階建て以上共同住宅,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,矢部町,2019-11-15,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,矢部町,2020-07-13,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,吉田町,2020-02-10,10,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰２丁目,2020-08-06,02,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
