罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2020/8/26,12,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2020/8/26,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2020/10/22,5,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,戸部,横浜駅東口,141038,神奈川県,横浜市西区,高島２丁目,2020/10/22,9,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2020/7/17,7,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,花咲町４丁目,2020/5/23,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2020/1/3,16,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2020/10/4,0,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,,2020/2/2,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2020/1/31,22,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2020/2/18,8,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,楠町,2020/11/4,19,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,浅間町２丁目,2020/12/12,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸部,浅間町,141038,神奈川県,横浜市西区,南軽井沢,2020/6/22,9,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2020/3/26,21,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2020/7/4,14,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸部,南浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2020/1/10,12,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,戸部,南浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2020/12/11,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,南浅間町,141038,神奈川県,横浜市西区,南浅間町,2020/5/5,11,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,戸部,浜松町,141038,神奈川県,横浜市西区,中央１丁目,2020/3/1,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸部,浜松町,141038,神奈川県,横浜市西区,中央１丁目,2020/11/14,12,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,戸部,藤棚町,141038,神奈川県,横浜市西区,久保町,2020/9/27,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,藤棚町,141038,神奈川県,横浜市西区,東久保町,2020/8/16,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,一本松,141038,神奈川県,横浜市西区,境之谷,2020/5/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,野毛山公園,141038,神奈川県,横浜市西区,東ケ丘,2020/8/25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸部,野毛山公園,141038,神奈川県,横浜市西区,東ケ丘,2020/11/27,12,４階建て以上共同住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,戸部,伊勢町,141038,神奈川県,横浜市西区,御所山町,2020/5/10,0,４階建て以上共同住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,戸部,伊勢町,141038,神奈川県,横浜市西区,戸部町３丁目,2020/5/10,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい２丁目,2020/8/12,16,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい２丁目,2020/9/21,11,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,2020/2/19,9,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川１丁目,2020/9/25,15,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,新浦島町１丁目,2020/9/7,10,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神奈川,新子安,141020,神奈川県,横浜市神奈川区,子安台１丁目,2020/6/5,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,新子安,141020,神奈川県,横浜市神奈川区,子安通２丁目,2019/11/1,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,新子安,141020,神奈川県,横浜市神奈川区,子安通３丁目,2020/11/27,18,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,神奈川,新子安,141020,神奈川県,横浜市神奈川区,新子安１丁目,2020/9/12,7,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江１丁目,2020/4/14,18,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,2020/6/12,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2020/5/21,17,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2020/9/27,13,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2020/12/19,13,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾１丁目,2020/3/6,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾１丁目,2020/6/20,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,2020/7/24,13,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,2020/8/23,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,大口仲町,2020/12/24,8,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,神奈川,浦島丘,141020,神奈川県,横浜市神奈川区,浦島丘,2020/10/25,23,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神奈川,白幡,141020,神奈川県,横浜市神奈川区,白幡向町,2020/4/29,15,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,2020/1/5,13,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,2020/8/21,15,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,2020/9/17,12,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,白楽,2020/3/19,10,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,西神奈川３丁目,2020/5/22,0,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,白楽,2020/10/31,19,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,白楽,2020/12/18,7,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋５丁目,2020/7/18,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋６丁目,2020/1/6,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,三枚町,2020/10/19,20,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉５丁目,2020/9/23,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢下町,2020/4/3,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,鶴屋町２丁目,2020/2/9,1,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,鶴屋町２丁目,2020/2/22,10,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,鶴屋町２丁目,2020/6/5,12,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2020/2/28,23,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2020/3/28,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,反町,141020,神奈川県,横浜市神奈川区,反町３丁目,2020/3/22,14,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,大野町,2019/8/26,19,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,金港町,2018/11/12,14,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,金港町,2020/1/2,2,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,金港町,2020/12/9,17,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2020/3/29,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2020/6/21,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2020/11/4,7,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2020/12/14,7,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/2/29,13,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/4/6,14,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/4/14,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/7/4,13,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/7/18,20,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/9/2,22,４階建て以上共同住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/9/6,23,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/9/20,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/10/29,21,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/11/3,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/12/6,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2020/12/9,5,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央２丁目,2020/12/20,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2020/2/2,12,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2020/3/11,15,４階建て以上共同住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2020/5/7,15,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/1/31,20,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/3/15,23,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/4/4,21,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/4/15,18,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/6/26,20,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/6/26,21,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/7/18,21,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/10/16,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/11/6,18,４階建て以上共同住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/11/30,10,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央４丁目,2020/12/3,7,４階建て以上共同住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,朝日町１丁目,2020/9/22,17,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,潮田町３丁目,2020/1/20,14,４階建て以上共同住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,潮田町４丁目,2019/11/30,17,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,潮田町４丁目,2020/2/8,10,４階建て以上共同住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,汐入町３丁目,2020/7/14,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,大東町,2020/3/17,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,大東町,2020/6/16,20,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,仲通２丁目,2020/9/3,19,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,仲通３丁目,2020/3/22,17,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,平安町２丁目,2020/4/16,14,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,平安町２丁目,2020/12/8,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町１丁目,2020/5/15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町２丁目,2020/3/9,12,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町４丁目,2020/1/7,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,潮田町１丁目,2020/7/11,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,小野町,2020/9/2,14,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,小野町,2020/12/14,17,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,寛政町,2020/2/28,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,汐入町１丁目,2020/4/16,9,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,下野谷町１丁目,2020/6/1,16,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,下野谷町４丁目,2020/7/21,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,本町通１丁目,2020/12/6,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,本町通２丁目,2020/10/12,15,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,本町通,141011,神奈川県,横浜市鶴見区,本町通３丁目,2020/10/23,14,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,鶴見中央５丁目,2019/12/30,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,鶴見中央５丁目,2020/3/26,5,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦３丁目,2020/7/5,16,４階建て以上共同住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦４丁目,2020/12/7,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦５丁目,2020/4/23,17,一戸建住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦５丁目,2020/9/29,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場東中町,2020/3/28,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場大和町,2020/3/22,20,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場大和町,2020/5/10,20,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場大和町,2020/7/31,8,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,栄町通３丁目,2020/5/7,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2020/5/12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2020/8/1,12,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2020/11/2,7,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町２丁目,2020/2/3,17,一戸建住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,尻手,141011,神奈川県,横浜市鶴見区,尻手２丁目,2019/12/12,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,尻手,141011,神奈川県,横浜市鶴見区,尻手３丁目,2020/5/28,9,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮２丁目,2020/1/31,17,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,矢向,141011,神奈川県,横浜市鶴見区,矢向２丁目,2020/9/18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,矢向,141011,神奈川県,横浜市鶴見区,矢向３丁目,2020/6/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,江ケ崎町,2020/12/17,10,その他,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向６丁目,2020/2/20,6,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向６丁目,2020/4/11,19,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向６丁目,2020/4/24,18,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山１丁目,2020/6/8,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山２丁目,2020/7/19,21,一戸建住宅,その他,10歳代,その他,施錠した
窃盗,自転車盗,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,上末吉３丁目,2020/5/17,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾１丁目,2020/1/1,20,一戸建住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾１丁目,2020/2/28,16,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾２丁目,2020/8/12,16,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鶴見,三角,141011,神奈川県,横浜市鶴見区,諏訪坂,2020/7/16,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅西口,141011,神奈川県,横浜市鶴見区,鶴見１丁目,2020/8/5,9,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅西口,141011,神奈川県,横浜市鶴見区,寺谷２丁目,2020/6/20,17,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鶴見,鶴見駅西口,141011,神奈川県,横浜市鶴見区,豊岡町,2020/5/15,5,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
